SlNo,SIGNAL_NAME,SIGNAL_STATUS,SIGNAL_TIME
2053,UD_STBD.BPAC_VPR2,Up,05/16/2025 22:26:06:015
2054,UD_STBD.BPAC_VPR1,Up,05/16/2025 22:26:06:125
2055,111BTPR,Down,05/16/2025 22:26:08:750
2056,16TPR,Up,05/16/2025 22:26:09:515
2057,111ATPR,Down,05/16/2025 22:26:17:125
2058,01ATPR,Down,05/16/2025 22:26:26:171
2059,01ATPR,Up,05/16/2025 22:26:26:187
2060,01ATPR,Down,05/16/2025 22:26:26:203
2061,01TPR,Down,05/16/2025 22:26:26:218
2062,04_14TPR,Up,05/16/2025 22:26:32:078
2063,101ATPR,Up,05/16/2025 22:26:54:015
2064,UD_GDRA.BPAC_VPR1,Down,05/16/2025 22:27:04:156
2065,UD_GDRA.BPAC_VPR2,Down,05/16/2025 22:27:04:421
2066,UD_GDRA.BPAC_VPR,Down,05/16/2025 22:27:05:562
2067,01BTPR,Down,05/16/2025 22:27:10:765
2068,103BTPR,Up,05/16/2025 22:27:25:734
2069,01CTPR,Down,05/16/2025 22:28:35:406
2070,111CTPR,Up,05/16/2025 22:29:07:343
2071,111BTPR,Up,05/16/2025 22:29:29:765
2072,111ATPR,Up,05/16/2025 22:31:10:140
2073,111RDKR,Down,05/16/2025 22:31:17:359
2074,111NDKR,Up,05/16/2025 22:31:20:281
2075,102NDKR,Down,05/16/2025 22:31:34:828
2076,102RDKR,Up,05/16/2025 22:31:37:859
2077,111BTPR,Down,05/16/2025 22:32:59:265
2078,111CTPR,Down,05/16/2025 22:33:29:171
2079,OMCTPR,Up,05/16/2025 22:33:39:625
2080,103BTPR,Down,05/16/2025 22:34:05:593
2081,OMBTPR,Up,05/16/2025 22:34:14:531
2082,104RDKR,Down,05/16/2025 22:34:17:718
2083,104NDKR,Up,05/16/2025 22:34:20:703
2084,101ATPR,Down,05/16/2025 22:34:24:156
2085,04_14TPR,Down,05/16/2025 22:34:37:734
2086,OMATPR,Up,05/16/2025 22:34:41:468
2087,OMTPR,Up,05/16/2025 22:34:41:562
2088,16TPR,Down,05/16/2025 22:34:51:234
2089,111BTPR,Up,05/16/2025 22:34:51:843
2090,UD_STBD.BPAC_VPR1,Down,05/16/2025 22:34:53:484
2091,UD_STBD.BPAC_VPR2,Down,05/16/2025 22:34:53:546
2092,H01TPR,Down,05/16/2025 22:34:58:453
2093,C01TPR,Down,05/16/2025 22:35:05:531
2094,111CTPR,Up,05/16/2025 22:35:10:859
2095,103BTPR,Up,05/16/2025 22:35:22:390
2096,101ATPR,Up,05/16/2025 22:35:31:578
2097,04_14TPR,Up,05/16/2025 22:35:41:593
2098,16TPR,Up,05/16/2025 22:35:47:234
2099,H01TPR,Up,05/16/2025 22:35:53:531
2100,C01TPR,Up,05/16/2025 22:35:58:375
2101,102RDKR,Down,05/16/2025 22:47:37:296
2102,102NDKR,Up,05/16/2025 22:47:40:343
2103,105NDKR,Down,05/16/2025 22:47:43:578
2104,105RDKR,Up,05/16/2025 22:47:46:812
2105,103NDKR,Down,05/16/2025 22:47:48:750
2106,103RDKR,Up,05/16/2025 22:47:52:468
2107,C02TPR,Down,05/16/2025 22:52:44:375
2108,H02TPR,Down,05/16/2025 22:52:56:453
2109,C02TPR,Up,05/16/2025 22:52:59:234
2110,15TPR,Down,05/16/2025 22:53:10:546
2111,H02TPR,Up,05/16/2025 22:53:13:500
2112,UD_GDRA.BPAC_VPR2,Up,05/16/2025 22:53:24:406
2113,UD_GDRA.BPAC_VPR1,Up,05/16/2025 22:53:24:593
2114,03_13TPR,Down,05/16/2025 22:53:25:437
2115,UD_GDRA.BPAC_VPR,Up,05/16/2025 22:53:25:484
2116,15TPR,Up,05/16/2025 22:53:28:296
2117,102BTPR,Down,05/16/2025 22:53:52:468
2118,03_13TPR,Up,05/16/2025 22:53:55:703
2119,104BTPR,Down,05/16/2025 22:54:04:390
2120,102BTPR,Up,05/16/2025 22:54:07:796
2121,OMTPR,Down,05/16/2025 22:54:36:187
2122,OMCTPR,Down,05/16/2025 22:54:36:218
2123,104BTPR,Up,05/16/2025 22:54:39:359
2124,OMBTPR,Down,05/16/2025 22:55:26:750
2125,OMCTPR,Up,05/16/2025 22:55:30:828
2126,104NDKR,Down,05/16/2025 22:55:35:359
2127,104RDKR,Up,05/16/2025 22:55:38:328
2128,OMATPR,Down,05/16/2025 22:56:32:203
2129,OMBTPR,Up,05/16/2025 22:56:36:703
2130,104ATPR,Down,05/16/2025 22:57:05:781
2131,104BTPR,Down,05/16/2025 22:57:32:406
2132,01ATPR,Up,05/16/2025 22:57:48:437
2133,102BTPR,Down,05/16/2025 22:57:48:531
2134,03_13TPR,Down,05/16/2025 22:57:59:703
2135,15TPR,Down,05/16/2025 22:58:24:640
2136,UD_GDRA.BPAC_VPR1,Down,05/16/2025 22:58:28:640
2137,UD_GDRA.BPAC_VPR2,Down,05/16/2025 22:58:28:859
2138,UD_GDRA.BPAC_VPR,Down,05/16/2025 22:58:30:109
2139,01BTPR,Up,05/16/2025 22:58:30:312
2140,H02TPR,Down,05/16/2025 22:58:37:828
2141,C02TPR,Down,05/16/2025 22:58:50:500
2142,01CTPR,Up,05/16/2025 22:59:08:218
2143,01TPR,Up,05/16/2025 22:59:08:328
2144,104ATPR,Up,05/16/2025 22:59:20:203
2145,104BTPR,Up,05/16/2025 22:59:30:812
2146,102BTPR,Up,05/16/2025 22:59:39:593
2147,03_13TPR,Up,05/16/2025 22:59:59:437
2148,15TPR,Up,05/16/2025 23:00:10:468
2149,H02TPR,Up,05/16/2025 23:00:20:843
2150,C02TPR,Up,05/16/2025 23:00:29:203
2151,UD_STBD.BPAC_VPR2,Up,05/16/2025 23:02:08:421
2152,UD_STBD.BPAC_VPR1,Up,05/16/2025 23:02:08:625
2153,107ATPR,Down,05/16/2025 23:08:45:046
2154,107BTPR,Down,05/16/2025 23:09:12:250
2155,105ATPR,Down,05/16/2025 23:09:26:609
2156,105BTPR,Down,05/16/2025 23:09:57:843
2157,103ATPR,Down,05/16/2025 23:10:52:234
2158,103BTPR,Down,05/16/2025 23:11:21:515
2159,101ATPR,Down,05/16/2025 23:11:52:250
2160,04_14TPR,Down,05/16/2025 23:12:42:109
2161,16TPR,Down,05/16/2025 23:13:36:828
2162,107ATPR,Up,05/16/2025 23:13:42:062
2163,UD_STBD.BPAC_VPR1,Down,05/16/2025 23:13:45:718
2164,UD_STBD.BPAC_VPR2,Down,05/16/2025 23:13:46:156
2165,107BTPR,Up,05/16/2025 23:13:58:453
2166,H01TPR,Down,05/16/2025 23:14:08:406
2167,105ATPR,Up,05/16/2025 23:14:17:500
2168,C01TPR,Down,05/16/2025 23:14:40:406
2169,105BTPR,Up,05/16/2025 23:14:49:250
2170,103ATPR,Up,05/16/2025 23:15:15:375
2171,103BTPR,Up,05/16/2025 23:15:41:062
2172,101ATPR,Up,05/16/2025 23:16:19:968
2173,105RDKR,Down,05/16/2025 23:16:39:171
2174,105NDKR,Up,05/16/2025 23:16:42:593
2175,107RDKR,Down,05/16/2025 23:16:43:421
2176,107NDKR,Up,05/16/2025 23:16:46:468
2177,04_14TPR,Up,05/16/2025 23:17:02:078
2178,16TPR,Up,05/16/2025 23:17:27:656
2179,H01TPR,Up,05/16/2025 23:17:54:765
2180,C01TPR,Up,05/16/2025 23:18:10:718
2181,OMBTPR,Down,05/16/2025 23:20:50:562
2182,OMATPR,Up,05/16/2025 23:20:57:937
2183,UD_GDRA.BPAC_VPR1,Up,05/16/2025 23:24:06:546
2184,UD_GDRA.BPAC_VPR2,Up,05/16/2025 23:24:06:687
2185,UD_GDRA.BPAC_VPR,Up,05/16/2025 23:24:07:687
2186,103RDKR,Down,05/16/2025 23:33:49:968
2187,103NDKR,Up,05/16/2025 23:33:53:500
2188,OMATPR,Down,05/16/2025 23:37:27:671
2189,OMBTPR,Up,05/16/2025 23:37:33:796
2190,111BTPR,Down,05/16/2025 23:38:58:703
2191,OMATPR,Up,05/16/2025 23:39:04:656
2192,OMTPR,Up,05/16/2025 23:39:04:765
2193,111CTPR,Down,05/16/2025 23:39:39:406
2194,111BTPR,Up,05/16/2025 23:39:44:953
2195,103BTPR,Down,05/16/2025 23:40:56:625
2196,111CTPR,Up,05/16/2025 23:41:01:906
2197,101ATPR,Down,05/16/2025 23:41:48:406
2198,103BTPR,Up,05/16/2025 23:41:55:000
2199,105NDKR,Down,05/16/2025 23:42:11:546
2200,105RDKR,Up,05/16/2025 23:42:14:765
2201,04_14TPR,Down,05/16/2025 23:42:39:234
2202,101ATPR,Up,05/16/2025 23:42:47:359
2203,103NDKR,Down,05/16/2025 23:42:55:203
2204,103RDKR,Up,05/16/2025 23:42:58:875
2205,101ATPR,Down,05/16/2025 23:45:26:593
2206,04_14TPR,Up,05/16/2025 23:45:33:828
2207,103BTPR,Down,05/16/2025 23:46:16:218
2208,101ATPR,Up,05/16/2025 23:46:23:062
2209,103ATPR,Down,05/16/2025 23:46:50:953
2210,103BTPR,Up,05/16/2025 23:46:56:734
2211,105BTPR,Down,05/16/2025 23:47:21:265
2212,103ATPR,Up,05/16/2025 23:47:27:281
2213,105ATPR,Down,05/16/2025 23:47:52:125
2214,105BTPR,Up,05/16/2025 23:47:57:437
2215,107BTPR,Down,05/16/2025 23:48:08:921
2216,105ATPR,Up,05/16/2025 23:48:15:015
2217,107BTPR,Up,05/16/2025 23:48:43:296
2218,103RDKR,Down,05/16/2025 23:48:52:515
2219,103NDKR,Up,05/16/2025 23:48:56:031
2220,UD_STBD.BPAC_VPR2,Up,05/16/2025 23:56:47:437
2221,UD_STBD.BPAC_VPR1,Up,05/16/2025 23:56:47:531
2222,102BTPR,Down,05/17/2025 01:00:10:937
2223,102BTPR,Up,05/17/2025 01:00:11:203
2224,102BTPR,Down,05/17/2025 01:08:20:281
2225,UD_GDRA.BPAC_VPR2,Down,05/17/2025 01:10:30:171
2226,UD_GDRA.BPAC_VPR1,Down,05/17/2025 01:10:30:265
2227,UD_GDRA.BPAC_VPR,Down,05/17/2025 01:10:31:375
2228,102BTPR,Up,05/17/2025 01:19:40:140
2229,104RDKR,Down,05/17/2025 01:21:05:203
2230,104NDKR,Up,05/17/2025 01:21:08:218
2231,C02TPR,Down,05/17/2025 01:31:57:671
2232,H02TPR,Down,05/17/2025 01:32:02:171
2233,15TPR,Down,05/17/2025 01:32:07:187
2234,03_13TPR,Down,05/17/2025 01:32:12:281
2235,102BTPR,Down,05/17/2025 01:32:20:359
2236,104BTPR,Down,05/17/2025 01:32:23:734
2237,OMTPR,Down,05/17/2025 01:32:32:156
2238,OMCTPR,Down,05/17/2025 01:32:32:171
2239,C02TPR,Up,05/17/2025 01:32:38:156
2240,H02TPR,Up,05/17/2025 01:32:42:468
2241,OMBTPR,Down,05/17/2025 01:32:45:000
2242,UD_GDRA.BPAC_VPR2,Up,05/17/2025 01:32:45:812
2243,UD_GDRA.BPAC_VPR1,Up,05/17/2025 01:32:45:843
2244,15TPR,Up,05/17/2025 01:32:46:859
2245,UD_GDRA.BPAC_VPR,Up,05/17/2025 01:32:46:890
2246,03_13TPR,Up,05/17/2025 01:32:54:171
2247,OMATPR,Down,05/17/2025 01:32:57:375
2248,104BTPR,Up,05/17/2025 01:33:05:218
2249,111BTPR,Down,05/17/2025 01:33:09:703
2250,111CTPR,Down,05/17/2025 01:33:15:484
2251,OMCTPR,Up,05/17/2025 01:33:18:109
2252,103BTPR,Down,05/17/2025 01:33:27:375
2253,OMBTPR,Up,05/17/2025 01:33:30:718
2254,101ATPR,Down,05/17/2025 01:33:35:234
2255,04_14TPR,Down,05/17/2025 01:33:41:765
2256,OMATPR,Up,05/17/2025 01:33:43:406
2257,OMTPR,Up,05/17/2025 01:33:43:500
2258,16TPR,Down,05/17/2025 01:33:49:203
2259,111BTPR,Up,05/17/2025 01:33:49:281
2260,UD_STBD.BPAC_VPR1,Down,05/17/2025 01:33:50:609
2261,UD_STBD.BPAC_VPR2,Down,05/17/2025 01:33:50:640
2262,H01TPR,Down,05/17/2025 01:33:53:593
2263,C01TPR,Down,05/17/2025 01:33:58:109
2264,111CTPR,Up,05/17/2025 01:34:01:343
2265,103BTPR,Up,05/17/2025 01:34:09:312
2266,101ATPR,Up,05/17/2025 01:34:15:984
2267,04_14TPR,Up,05/17/2025 01:34:23:578
2268,16TPR,Up,05/17/2025 01:34:28:046
2269,H01TPR,Up,05/17/2025 01:34:33:234
2270,C01TPR,Up,05/17/2025 01:34:37:296
2271,102BTPR,Up,05/17/2025 01:36:36:078
2272,102BTPR,Down,05/17/2025 01:36:56:859
2273,102BTPR,Up,05/17/2025 01:38:08:109
2274,102BTPR,Down,05/17/2025 01:49:08:093
2275,102BTPR,Up,05/17/2025 01:49:23:687
2276,UD_STBD.BPAC_VPR2,Up,05/17/2025 02:01:08:734
2277,UD_STBD.BPAC_VPR1,Up,05/17/2025 02:01:08:937
2278,103NDKR,Down,05/17/2025 02:03:44:203
2279,103RDKR,Up,05/17/2025 02:03:47:890
2280,107BTPR,Down,05/17/2025 02:09:12:140
2281,03CTPR,Up,05/17/2025 02:09:14:109
2282,105ATPR,Down,05/17/2025 02:10:05:000
2283,105BTPR,Down,05/17/2025 02:10:27:687
2284,103ATPR,Down,05/17/2025 02:10:53:593
2285,03BTPR,Up,05/17/2025 02:11:07:421
2286,103BTPR,Down,05/17/2025 02:11:14:218
2287,101ATPR,Down,05/17/2025 02:11:36:859
2288,04_14TPR,Down,05/17/2025 02:13:18:234
2289,16TPR,Down,05/17/2025 02:14:11:890
2290,03ATPR,Up,05/17/2025 02:14:15:437
2291,03TPR,Up,05/17/2025 02:14:15:531
2292,UD_STBD.BPAC_VPR1,Down,05/17/2025 02:14:17:406
2293,UD_STBD.BPAC_VPR2,Down,05/17/2025 02:14:17:656
2294,107BTPR,Up,05/17/2025 02:14:28:984
2295,H01TPR,Down,05/17/2025 02:14:31:328
2296,105ATPR,Up,05/17/2025 02:14:41:078
2297,C01TPR,Down,05/17/2025 02:14:52:093
2298,105BTPR,Up,05/17/2025 02:15:02:296
2299,103ATPR,Up,05/17/2025 02:15:21:171
2300,103BTPR,Up,05/17/2025 02:15:40:968
2301,101ATPR,Up,05/17/2025 02:16:15:281
2302,04_14TPR,Up,05/17/2025 02:16:51:015
2303,16TPR,Up,05/17/2025 02:17:07:000
2304,H01TPR,Up,05/17/2025 02:17:20:593
2305,C01TPR,Up,05/17/2025 02:17:30:125
2306,UD_STBD.BPAC_VPR2,Up,05/17/2025 02:48:45:953
2307,UD_STBD.BPAC_VPR1,Up,05/17/2025 02:48:46:171
2308,UD_STBD.BPAC_VPR2,Down,05/17/2025 04:18:59:906
2309,UD_STBD.BPAC_VPR1,Down,05/17/2025 04:19:00:000
2310,103RDKR,Down,05/17/2025 04:35:30:156
2311,103NDKR,Up,05/17/2025 04:35:33:703
2312,C01TPR,Down,05/17/2025 04:43:42:906
2313,H01TPR,Down,05/17/2025 04:43:48:562
2314,16TPR,Down,05/17/2025 04:43:55:234
2315,04_14TPR,Down,05/17/2025 04:44:01:718
2316,101ATPR,Down,05/17/2025 04:44:13:125
2317,103BTPR,Down,05/17/2025 04:44:23:500
2318,C01TPR,Up,05/17/2025 04:44:36:468
2319,111CTPR,Down,05/17/2025 04:44:36:640
2320,H01TPR,Up,05/17/2025 04:44:44:390
2321,UD_STBD.BPAC_VPR2,Up,05/17/2025 04:44:49:734
2322,UD_STBD.BPAC_VPR1,Up,05/17/2025 04:44:49:859
2323,16TPR,Up,05/17/2025 04:44:51:781
2324,111BTPR,Down,05/17/2025 04:44:57:250
2325,04_14TPR,Up,05/17/2025 04:45:04:187
2326,OMATPR,Down,05/17/2025 04:45:06:546
2327,OMTPR,Down,05/17/2025 04:45:06:562
2328,101ATPR,Up,05/17/2025 04:45:14:140
2329,OMBTPR,Down,05/17/2025 04:45:25:125
2330,103BTPR,Up,05/17/2025 04:45:25:437
2331,111CTPR,Up,05/17/2025 04:45:41:375
2332,OMCTPR,Down,05/17/2025 04:45:42:093
2333,111BTPR,Up,05/17/2025 04:45:48:656
2334,104BTPR,Down,05/17/2025 04:45:57:984
2335,OMATPR,Up,05/17/2025 04:46:03:406
2336,102BTPR,Down,05/17/2025 04:46:07:484
2337,03_13TPR,Down,05/17/2025 04:46:10:875
2338,OMBTPR,Up,05/17/2025 04:46:17:250
2339,15TPR,Down,05/17/2025 04:46:18:921
2340,UD_GDRA.BPAC_VPR1,Down,05/17/2025 04:46:20:437
2341,UD_GDRA.BPAC_VPR2,Down,05/17/2025 04:46:20:531
2342,UD_GDRA.BPAC_VPR,Down,05/17/2025 04:46:21:812
2343,H02TPR,Down,05/17/2025 04:46:23:640
2344,C02TPR,Down,05/17/2025 04:46:28:234
2345,OMCTPR,Up,05/17/2025 04:46:31:015
2346,OMTPR,Up,05/17/2025 04:46:31:109
2347,104BTPR,Up,05/17/2025 04:46:39:546
2348,102BTPR,Up,05/17/2025 04:46:42:843
2349,03_13TPR,Up,05/17/2025 04:46:50:640
2350,15TPR,Up,05/17/2025 04:46:55:265
2351,H02TPR,Up,05/17/2025 04:46:59:546
2352,C02TPR,Up,05/17/2025 04:47:03:281
2353,UD_GDRA.BPAC_VPR2,Up,05/17/2025 05:06:34:609
2354,UD_GDRA.BPAC_VPR1,Up,05/17/2025 05:06:34:953
2355,UD_GDRA.BPAC_VPR,Up,05/17/2025 05:06:35:734
2356,UD_STBD.BPAC_VPR2,Down,05/17/2025 07:16:01:500
2357,UD_STBD.BPAC_VPR1,Down,05/17/2025 07:16:01:859
2358,UD_GDRA.BPAC_VPR2,Down,05/17/2025 07:26:46:156
2359,UD_GDRA.BPAC_VPR1,Down,05/17/2025 07:26:46:640
2360,UD_GDRA.BPAC_VPR,Down,05/17/2025 07:26:47:890
2361,103NDKR,Down,05/17/2025 07:47:54:843
2362,103RDKR,Up,05/17/2025 07:47:58:578
2363,106NDKR,Down,05/17/2025 07:48:19:531
2364,106RDKR,Up,05/17/2025 07:48:22:609
2365,C02TPR,Down,05/17/2025 07:50:19:859
2366,H02TPR,Down,05/17/2025 07:50:31:734
2367,15TPR,Down,05/17/2025 07:50:45:906
2368,03_13TPR,Down,05/17/2025 07:51:00:312
2369,102BTPR,Down,05/17/2025 07:51:25:125
2370,104BTPR,Down,05/17/2025 07:51:35:234
2371,C01TPR,Down,05/17/2025 07:51:48:390
2372,OMTPR,Down,05/17/2025 07:52:02:109
2373,OMCTPR,Down,05/17/2025 07:52:02:125
2374,H01TPR,Down,05/17/2025 07:52:03:484
2375,16TPR,Down,05/17/2025 07:52:21:890
2376,C02TPR,Up,05/17/2025 07:52:24:250
2377,H02TPR,Up,05/17/2025 07:52:38:671
2378,04_14TPR,Down,05/17/2025 07:52:40:906
2379,OMBTPR,Down,05/17/2025 07:52:45:031
2380,UD_GDRA.BPAC_VPR2,Up,05/17/2025 07:52:49:250
2381,UD_GDRA.BPAC_VPR1,Up,05/17/2025 07:52:49:453
2382,UD_GDRA.BPAC_VPR,Up,05/17/2025 07:52:50:375
2383,15TPR,Up,05/17/2025 07:52:53:296
2384,03_13TPR,Up,05/17/2025 07:53:18:375
2385,101ATPR,Down,05/17/2025 07:53:18:921
2386,OMATPR,Down,05/17/2025 07:53:26:359
2387,102BTPR,Up,05/17/2025 07:53:28:562
2388,104BTPR,Up,05/17/2025 07:54:00:437
2389,103BTPR,Down,05/17/2025 07:54:02:687
2390,103ATPR,Down,05/17/2025 07:54:25:937
2391,102NDKR,Down,05/17/2025 07:54:26:781
2392,102RDKR,Up,05/17/2025 07:54:29:796
2393,105BTPR,Down,05/17/2025 07:54:45:828
2394,C01TPR,Up,05/17/2025 07:55:00:671
2395,105ATPR,Down,05/17/2025 07:55:10:296
2396,107BTPR,Down,05/17/2025 07:55:26:250
2397,H01TPR,Up,05/17/2025 07:55:27:312
2398,03ATPR,Down,05/17/2025 07:55:47:250
2399,03TPR,Down,05/17/2025 07:55:47:281
2400,UD_STBD.BPAC_VPR2,Up,05/17/2025 07:55:48:656
2401,UD_STBD.BPAC_VPR1,Up,05/17/2025 07:55:49:156
2402,16TPR,Up,05/17/2025 07:55:57:765
2403,04_14TPR,Up,05/17/2025 07:56:52:250
2404,101ATPR,Up,05/17/2025 07:57:40:140
2405,103BTPR,Up,05/17/2025 07:58:08:953
2406,03BTPR,Down,05/17/2025 07:58:12:968
2407,103ATPR,Up,05/17/2025 07:58:36:250
2408,105BTPR,Up,05/17/2025 07:59:14:937
2409,105ATPR,Up,05/17/2025 07:59:47:484
2410,03CTPR,Down,05/17/2025 08:00:13:078
2411,107BTPR,Up,05/17/2025 08:00:22:703
2412,103RDKR,Down,05/17/2025 08:00:36:484
2413,103NDKR,Up,05/17/2025 08:00:40:000
2414,108BTPR,Down,05/17/2025 08:01:19:484
2415,106ATPR,Down,05/17/2025 08:01:48:843
2416,106BTPR,Down,05/17/2025 08:02:10:843
2417,102ATPR,Down,05/17/2025 08:02:29:156
2418,03ATPR,Up,05/17/2025 08:02:44:140
2419,102BTPR,Down,05/17/2025 08:02:45:437
2420,03_13TPR,Down,05/17/2025 08:03:05:812
2421,15TPR,Down,05/17/2025 08:03:52:062
2422,UD_STBD.BPAC_VPR1,Down,05/17/2025 08:03:53:718
2423,UD_STBD.BPAC_VPR2,Down,05/17/2025 08:03:54:015
2424,UD_GDRA.BPAC_VPR1,Down,05/17/2025 08:03:59:406
2425,UD_GDRA.BPAC_VPR2,Down,05/17/2025 08:03:59:812
2426,03BTPR,Up,05/17/2025 08:04:00:500
2427,UD_GDRA.BPAC_VPR,Down,05/17/2025 08:04:01:046
2428,H02TPR,Down,05/17/2025 08:04:17:750
2429,C02TPR,Down,05/17/2025 08:04:42:734
2430,03CTPR,Up,05/17/2025 08:04:52:000
2431,03TPR,Up,05/17/2025 08:04:52:125
2432,108BTPR,Up,05/17/2025 08:05:12:968
2433,106ATPR,Up,05/17/2025 08:05:26:187
2434,106BTPR,Up,05/17/2025 08:05:40:765
2435,102ATPR,Up,05/17/2025 08:06:00:453
2436,102BTPR,Up,05/17/2025 08:06:24:765
2437,03_13TPR,Up,05/17/2025 08:07:00:046
2438,15TPR,Up,05/17/2025 08:07:15:921
2439,H02TPR,Up,05/17/2025 08:07:29:750
2440,C02TPR,Up,05/17/2025 08:07:40:140
2441,111NDKR,Down,05/17/2025 08:22:05:843
2442,111RDKR,Up,05/17/2025 08:22:08:718
2443,104NDKR,Down,05/17/2025 08:23:05:171
2444,104RDKR,Up,05/17/2025 08:23:08:109
2445,108NDKR,Down,05/17/2025 08:38:41:718
2446,108RDKR,Up,05/17/2025 08:38:44:609
2447,108RDKR,Down,05/17/2025 08:38:50:812
2448,108NDKR,Up,05/17/2025 08:38:53:890
2449,C01TPR,Down,05/17/2025 08:45:17:312
2450,H01TPR,Down,05/17/2025 08:45:30:218
2451,16TPR,Down,05/17/2025 08:45:44:609
2452,04_14TPR,Down,05/17/2025 08:45:58:109
2453,101ATPR,Down,05/17/2025 08:46:20:609
2454,103BTPR,Down,05/17/2025 08:46:40:328
2455,111CTPR,Down,05/17/2025 08:47:04:500
2456,111CTPR,Up,05/17/2025 08:47:04:515
2457,111CTPR,Down,05/17/2025 08:47:04:546
2458,C01TPR,Up,05/17/2025 08:47:15:718
2459,H01TPR,Up,05/17/2025 08:47:30:234
2460,UD_STBD.BPAC_VPR2,Up,05/17/2025 08:47:40:500
2461,UD_STBD.BPAC_VPR1,Up,05/17/2025 08:47:40:718
2462,111BTPR,Down,05/17/2025 08:47:43:375
2463,16TPR,Up,05/17/2025 08:47:44:687
2464,111ATPR,Down,05/17/2025 08:47:53:578
2465,01ATPR,Down,05/17/2025 08:48:05:062
2466,01ATPR,Up,05/17/2025 08:48:05:093
2467,01ATPR,Down,05/17/2025 08:48:05:109
2468,01TPR,Down,05/17/2025 08:48:05:109
2469,04_14TPR,Up,05/17/2025 08:48:13:312
2470,101ATPR,Up,05/17/2025 08:48:45:187
2471,01BTPR,Down,05/17/2025 08:49:10:562
2472,103BTPR,Up,05/17/2025 08:49:32:453
2473,01CTPR,Down,05/17/2025 08:50:26:812
2474,111CTPR,Up,05/17/2025 08:50:52:937
2475,111BTPR,Up,05/17/2025 08:51:27:390
2476,111ATPR,Up,05/17/2025 08:52:00:234
2477,111RDKR,Down,05/17/2025 08:52:26:765
2478,111NDKR,Up,05/17/2025 08:52:29:687
2479,111BTPR,Down,05/17/2025 08:53:24:406
2480,111CTPR,Down,05/17/2025 08:53:47:390
2481,OMCTPR,Up,05/17/2025 08:53:56:750
2482,104RDKR,Down,05/17/2025 08:54:09:125
2483,104NDKR,Up,05/17/2025 08:54:12:093
2484,103BTPR,Down,05/17/2025 08:54:13:796
2485,102RDKR,Down,05/17/2025 08:54:17:828
2486,102NDKR,Up,05/17/2025 08:54:20:921
2487,OMBTPR,Up,05/17/2025 08:54:21:328
2488,106RDKR,Down,05/17/2025 08:54:26:593
2489,101ATPR,Down,05/17/2025 08:54:27:500
2490,106NDKR,Up,05/17/2025 08:54:29:796
2491,105RDKR,Down,05/17/2025 08:54:36:515
2492,04_14TPR,Down,05/17/2025 08:54:38:765
2493,105NDKR,Up,05/17/2025 08:54:39:937
2494,OMATPR,Up,05/17/2025 08:54:43:125
2495,OMTPR,Up,05/17/2025 08:54:43:218
2496,16TPR,Down,05/17/2025 08:54:51:593
2497,111BTPR,Up,05/17/2025 08:54:53:281
2498,UD_STBD.BPAC_VPR1,Down,05/17/2025 08:54:53:906
2499,UD_STBD.BPAC_VPR2,Down,05/17/2025 08:54:53:968
2500,H01TPR,Down,05/17/2025 08:54:59:218
2501,C01TPR,Down,05/17/2025 08:55:07:062
2502,111CTPR,Up,05/17/2025 08:55:14:078
2503,103BTPR,Up,05/17/2025 08:55:27:734
2504,101ATPR,Up,05/17/2025 08:55:39:312
2505,04_14TPR,Up,05/17/2025 08:55:52:546
2506,16TPR,Up,05/17/2025 08:56:00:328
2507,H01TPR,Up,05/17/2025 08:56:09:140
2508,C01TPR,Up,05/17/2025 08:56:16:390
2509,UD_STBD.BPAC_VPR2,Up,05/17/2025 09:29:43:265
2510,UD_STBD.BPAC_VPR1,Up,05/17/2025 09:29:43:796
2511,UD_GDRA.BPAC_VPR2,Up,05/17/2025 09:30:09:218
2512,UD_GDRA.BPAC_VPR1,Up,05/17/2025 09:30:09:703
2513,UD_GDRA.BPAC_VPR,Up,05/17/2025 09:30:10:281
2514,104NDKR,Down,05/17/2025 09:40:54:890
2515,104RDKR,Up,05/17/2025 09:40:57:812
2516,104ATPR,Down,05/17/2025 09:43:21:000
2517,104BTPR,Down,05/17/2025 09:44:14:265
2518,102BTPR,Down,05/17/2025 09:44:41:890
2519,01ATPR,Up,05/17/2025 09:44:42:578
2520,03_13TPR,Down,05/17/2025 09:45:00:437
2521,15TPR,Down,05/17/2025 09:45:35:687
2522,UD_GDRA.BPAC_VPR1,Down,05/17/2025 09:45:40:796
2523,UD_GDRA.BPAC_VPR2,Down,05/17/2025 09:45:41:078
2524,UD_GDRA.BPAC_VPR,Down,05/17/2025 09:45:42:296
2525,01BTPR,Up,05/17/2025 09:45:43:609
2526,H02TPR,Down,05/17/2025 09:45:52:937
2527,C02TPR,Down,05/17/2025 09:46:09:015
2528,01CTPR,Up,05/17/2025 09:46:31:171
2529,01TPR,Up,05/17/2025 09:46:31:281
2530,104ATPR,Up,05/17/2025 09:46:45:328
2531,104BTPR,Up,05/17/2025 09:46:57:781
2532,102BTPR,Up,05/17/2025 09:47:08:062
2533,03_13TPR,Up,05/17/2025 09:47:33:000
2534,104RDKR,Down,05/17/2025 09:47:35:921
2535,104NDKR,Up,05/17/2025 09:47:38:906
2536,15TPR,Up,05/17/2025 09:47:47:734
2537,H02TPR,Up,05/17/2025 09:48:02:593
